"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"778","22a2a","312","312","233","12","12","26","0.333","0","0.333","0","0.333","0","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"779","211","122","331","313","13","9","21","1","0","0","0","0","0","0","0","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"780","311","323","233","113","24","26","19","1","0","0","0","0","0","0","-1","-1","0.171","0.138","0.138","0.138","0.138","0.138","0.138","-1","-1","0.144","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1"
"781","22a1","312","212","121","12","11","4","0","0.328","0","0.328","0.016","0","0.328","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"782","22b2b","212","132","113","11","16","19","0.333","0","0","0.333","0","0.333","-1","-1","-1","0.176","0.157","0.176","0.157","0.157","0.176","-1","-1","-1","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1"
"783","321","123","321","221","22","6","5","0.333","0","0.333","0","0","0.333","-1","-1","-1","0.189","0.171","0.152","0.152","0.171","0.164","-1","-1","-1","0.166","0.18","0.16","0.16","0.18","0.156","-1","-1","-1"
"784","22a2a","211","211","323","2","2","24","0","0.333","0","0.333","0","0.333","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"785","322b","321","323","331","6","24","9","0.333","0.333","0","0","0.333","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"786","322a","212","212","223","11","11","23","0.333","0","0.333","0","0.333","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"787","22a2a","332","332","121","18","18","4","0","0.333","0","0.333","0","0.333","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"788","333","323","323","323","24","24","24","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"789","321","312","311","323","12","3","24","0.317","0.017","0.333","0","0","0.333","-1","-1","-1","0.189","0.164","0.171","0.152","0.152","0.171","-1","-1","-1","0.166","0.156","0.18","0.16","0.16","0.18","-1","-1","-1"
"790","332","221","221","231","5","5","8","0.333","0.333","0.017","0.317","-1","-1","-1","-1","-1","0.256","0.256","0.224","0.263","-1","-1","-1","-1","-1","0.245","0.245","0.231","0.278","-1","-1","-1","-1","-1"
"791","332","232","232","212","17","17","11","0.328","0.328","0.016","0.328","-1","-1","-1","-1","-1","0.256","0.256","0.224","0.263","-1","-1","-1","-1","-1","0.245","0.245","0.231","0.278","-1","-1","-1","-1","-1"
"792","111","213","122","331","20","13","9","0.311","0.016","0","0.311","0.016","0.016","0.311","0","0.016","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"793","22a2a","232","232","111","17","17","1","0.016","0.328","0","0.311","0.016","0.328","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"794","22a2b","332","321","221","18","6","5","0","0.333","0","0.333","0.333","0","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"795","22a2b","322","132","323","15","16","24","0","0.328","0.016","0.328","0.328","0","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"796","322a","133","133","223","25","25","23","0.056","0.185","0.278","0.241","0.241","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"797","22a1","221","222","113","5","14","19","0.149","0.139","0.158","0.149","0.139","0.139","0.129","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"798","332","223","223","233","23","23","26","0.056","0","0.167","0.778","-1","-1","-1","-1","-1","0.256","0.256","0.224","0.263","-1","-1","-1","-1","-1","0.245","0.245","0.231","0.278","-1","-1","-1","-1","-1"
"799","22b1","332","222","121","18","14","4","0.103","0.186","0.103","0.144","0.155","0.155","0.155","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"800","22b1","211","112","322","2","10","15","0.096","0.163","0.096","0.163","0.163","0.154","0.163","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"801","333","211","211","211","2","2","2","0.345","0.31","0.345","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"802","22a2a","332","332","121","18","18","4","0.069","0.236","0.139","0.208","0.111","0.236","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"803","322b","133","113","132","25","19","16","0.019","0.189","0.302","0.189","0.302","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"804","22a2a","321","321","112","6","6","10","0.133","0.229","0.12","0.205","0.12","0.193","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"805","22a1","212","213","321","11","20","6","0.096","0.173","0.096","0.183","0.173","0.183","0.096","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"806","22b2b","323","221","311","24","5","3","0.119","0.226","0.119","0.202","0.214","0.119","-1","-1","-1","0.176","0.157","0.176","0.157","0.157","0.176","-1","-1","-1","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1"
"807","22a2a","123","211","211","22","2","2","0.116","0.221","0.116","0.209","0.116","0.221","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"808","22a2b","322","132","133","15","16","25","0.119","0.214","0.119","0.214","0.119","0.214","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"809","22a2a","113","321","321","19","6","6","0.127","0.241","0.127","0.165","0.127","0.215","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"810","332","232","232","132","17","17","16","0.032","0.032","0.323","0.613","-1","-1","-1","-1","-1","0.256","0.256","0.224","0.263","-1","-1","-1","-1","-1","0.245","0.245","0.231","0.278","-1","-1","-1","-1","-1"
"811","311","123","221","322","22","5","15","0.333","0","0.333","0","0","0.333","0","-1","-1","0.171","0.138","0.138","0.138","0.138","0.138","0.138","-1","-1","0.144","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1"
"812","322b","221","121","122","5","4","13","0.333","0.333","0","0.333","0","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"813","111","231","313","122","8","21","13","0","0.333","0","0","0.333","0","0","0.333","0","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"814","333","213","213","213","20","20","20","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"815","332","312","322","322","12","15","15","0.333","0.333","0","0.333","-1","-1","-1","-1","-1","0.256","0.256","0.263","0.224","-1","-1","-1","-1","-1","0.245","0.245","0.278","0.231","-1","-1","-1","-1","-1"
"816","22a2a","321","113","113","6","19","19","0","0.333","0","0.333","0","0.333","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"817","111","221","113","332","5","19","18","0.333","0","0","0.333","0","0","0.333","0","0","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"818","22a2b","212","311","321","11","3","6","0","0.333","0","0.333","0.333","0","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"819","22a1","123","223","331","22","23","9","0","0.333","0","0.333","0","0","0.333","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"820","321","323","313","332","24","21","18","0.333","0","0","0.333","0","0.333","-1","-1","-1","0.189","0.152","0.152","0.171","0.164","0.171","-1","-1","-1","0.166","0.16","0.16","0.18","0.156","0.18","-1","-1","-1"
"821","322a","333","322","322","27","15","15","0.333","0","0.333","0","0.333","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"822","322a","333","333","231","27","27","8","0.333","0.333","0","0.333","0","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"823","321","133","333","223","25","27","23","0.333","0.333","0","0.333","0","0","-1","-1","-1","0.189","0.164","0.171","0.152","0.152","0.171","-1","-1","-1","0.166","0.156","0.18","0.16","0.16","0.18","-1","-1","-1"
"824","22b1","313","111","122","21","1","13","0.333","0","0","0.333","0","0","0.333","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"825","22a2a","312","312","221","12","12","5","0","0.333","0","0.333","0","0.333","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"826","211","222","323","131","14","24","7","0.194","0.119","0.194","0.09","0.06","0.194","0.09","0.06","-1","0.134","0.13","0.119","0.119","0.13","0.119","0.119","0.13","-1","0.119","0.133","0.12","0.12","0.133","0.12","0.12","0.133","-1"
"827","331","312","322","332","12","15","18","0.311","0.328","0.016","0.033","0.311","-1","-1","-1","-1","0.217","0.217","0.189","0.189","0.189","-1","-1","-1","-1","0.199","0.199","0.201","0.201","0.201","-1","-1","-1","-1"
"828","111","321","112","233","6","10","26","0","0.328","0","0","0.311","0.016","0.016","0.328","0","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"829","22b1","322","311","132","15","3","16","0.322","0","0","0.339","0","0.339","0","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"830","322a","331","323","323","9","24","24","0.333","0","0.333","0","0.333","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"831","22b2b","133","313","111","25","21","1","0.328","0","0.328","0.016","0.328","0","-1","-1","-1","0.176","0.157","0.176","0.157","0.157","0.176","-1","-1","-1","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1"
"832","22a2b","113","112","332","19","10","18","0","0.339","0","0.339","0.322","0","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"833","333","332","332","332","18","18","18","0.328","0.328","0.345","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"834","22b1","331","312","113","9","12","19","0","0.333","0.333","0","0","0.017","0.317","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"835","322b","132","232","212","16","17","11","0.333","0","0.333","0.333","0","-1","-1","-1","-1","0.214","0.196","0.197","0.196","0.197","-1","-1","-1","-1","0.197","0.193","0.208","0.193","0.208","-1","-1","-1","-1"
"836","111","332","121","213","18","4","20","0","0.016","0.323","0","0.016","0.323","0","0","0.323","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"837","22a1","232","323","313","17","24","21","0","0.333","0","0.333","0","0","0.333","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"838","22b1","231","212","333","8","11","27","0","0.333","0.333","0","0","0","0.333","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"839","111","112","333","221","10","27","5","0.333","0","0","0.333","0","0","0.333","0","0","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"840","22a2a","333","111","111","27","1","1","0","0.317","0.017","0.333","0","0.333","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"841","311","212","122","332","11","13","18","0.135","0.173","0.125","0.144","0.154","0.144","0.125","-1","-1","0.171","0.138","0.138","0.138","0.138","0.138","0.138","-1","-1","0.144","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1"
"842","22b1","122","323","233","13","24","26","0.137","0.147","0.137","0.147","0.147","0.158","0.126","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"843","22b2b","221","123","233","5","22","26","0.172","0.172","0.161","0.161","0.184","0.149","-1","-1","-1","0.176","0.157","0.176","0.157","0.157","0.176","-1","-1","-1","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1"
"844","111","211","122","333","2","13","27","0.106","0.098","0.106","0.114","0.114","0.106","0.106","0.122","0.13","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"845","22a1","213","113","322","20","19","15","0.143","0.143","0.153","0.122","0.143","0.153","0.143","-1","-1","0.137","0.156","0.137","0.156","0.128","0.128","0.156","-1","-1","0.126","0.162","0.126","0.162","0.13","0.13","0.162","-1","-1"
"846","332","312","311","311","12","3","3","0.237","0.254","0.237","0.271","-1","-1","-1","-1","-1","0.256","0.256","0.263","0.224","-1","-1","-1","-1","-1","0.245","0.245","0.278","0.231","-1","-1","-1","-1","-1"
"847","22a2a","133","322","322","25","15","15","0.163","0.163","0.163","0.163","0.174","0.174","-1","-1","-1","0.139","0.194","0.139","0.194","0.139","0.194","-1","-1","-1","0.13","0.203","0.13","0.203","0.13","0.203","-1","-1","-1"
"848","333","312","312","312","12","12","12","0.356","0.311","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"849","111","322","131","213","15","7","20","0.101","0.101","0.11","0.11","0.11","0.11","0.119","0.128","0.11","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"850","333","131","131","131","7","7","7","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1"
"851","22b1","122","221","331","13","5","9","0.138","0.147","0.155","0.138","0.147","0.129","0.147","-1","-1","0.152","0.142","0.152","0.142","0.128","0.142","0.142","-1","-1","0.139","0.147","0.139","0.147","0.133","0.147","0.147","-1","-1"
"852","322a","313","332","332","21","18","18","0.203","0.176","0.216","0.216","0.189","-1","-1","-1","-1","0.213","0.171","0.222","0.171","0.222","-1","-1","-1","-1","0.194","0.169","0.235","0.169","0.235","-1","-1","-1","-1"
"853","332","212","222","222","11","14","14","0.25","0.25","0.25","0.25","-1","-1","-1","-1","-1","0.256","0.256","0.263","0.224","-1","-1","-1","-1","-1","0.245","0.245","0.278","0.231","-1","-1","-1","-1","-1"
"854","331","221","223","222","5","23","14","0.194","0.181","0.264","0.181","0.181","-1","-1","-1","-1","0.217","0.217","0.189","0.189","0.189","-1","-1","-1","-1","0.199","0.199","0.201","0.201","0.201","-1","-1","-1","-1"
"855","22a2b","333","132","313","27","16","21","0.174","0.165","0.165","0.174","0.165","0.156","-1","-1","-1","0.157","0.176","0.157","0.176","0.176","0.158","-1","-1","-1","0.151","0.185","0.151","0.185","0.166","0.162","-1","-1","-1"
"856","111","332","221","113","18","5","19","0.116","0.098","0.116","0.104","0.116","0.116","0.104","0.116","0.116","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111"
"857","332","333","333","332","27","27","18","0.263","0.263","0.263","0.211","-1","-1","-1","-1","-1","0.256","0.256","0.224","0.263","-1","-1","-1","-1","-1","0.245","0.245","0.231","0.278","-1","-1","-1","-1","-1"
